Year,Utility_Number,Utility_Name_x,State,Residential_Customer_Count,Commercial_Customer_Count,Industrial_Customer_Count,Transportation_Customer_Count,Total_Customer_ Count,Utility_Name_y,county
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Kings
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Lake
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Lassen
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Madera
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Marin
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Mariposa
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Mendocino
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Merced
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Modoc
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Monterey
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Napa
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Nevada
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Placer
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Plumas
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Sacramento
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Benito
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Bernardino
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Diego
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Francisco
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Joaquin
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Luis Obispo
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,San Mateo
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Santa Barbara
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Santa Clara
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Santa Cruz
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Shasta
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Sierra
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Siskiyou
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Solano
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Sonoma
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Stanislaus
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Sutter
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Tehama
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Trinity
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Tulare
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Tuolumne
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Yolo
2023,14328,Pacific Gas & Electric Co.,CA,"1,832,407","197,410","91,736",0,"2,121,553",Pacific Gas & Electric Co.,Yuba
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Alameda
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Alpine
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Amador
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Butte
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Calaveras
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Colusa
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Contra Costa
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,El Dorado
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Fresno
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Glenn
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Humboldt
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Kern
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Kings
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Lake
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Lassen
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Madera
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Marin
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Mariposa
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Mendocino
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Merced
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Modoc
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Monterey
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Napa
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Nevada
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Placer
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Plumas
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Sacramento
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Benito
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Bernardino
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Diego
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Francisco
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Joaquin
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Luis Obispo
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,San Mateo
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Santa Barbara
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Santa Clara
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Santa Cruz
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Shasta
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Sierra
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Siskiyou
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Solano
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Sonoma
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Stanislaus
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Sutter
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Tehama
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Trinity
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Tulare
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Tuolumne
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Yolo
2023,14328,Pacific Gas & Electric Co.,CA,"3,144,748","382,524",779,1,"3,528,052",Pacific Gas & Electric Co.,Yuba
2023,14354,PacifiCorp,CA,"36,271","7,580","1,938",0,"45,789",PacifiCorp,Del Norte
2023,14354,PacifiCorp,CA,"36,271","7,580","1,938",0,"45,789",PacifiCorp,Modoc
2023,14354,PacifiCorp,CA,"36,271","7,580","1,938",0,"45,789",PacifiCorp,Shasta
2023,14354,PacifiCorp,CA,"36,271","7,580","1,938",0,"45,789",PacifiCorp,Siskiyou
2023,14401,City of Palo Alto - (CA),CA,"26,220","3,582",52,.,"29,854",City of Palo Alto - (CA),Santa Clara
2023,14534,City of Pasadena - (CA),CA,"58,128","8,590",.,1,"66,719",City of Pasadena - (CA),Los Angeles
2023,15783,City of Redding - (CA),CA,"38,200","6,006",330,.,"44,536",City of Redding - (CA),Shasta
2023,16088,City of Riverside - (CA),CA,"100,056","12,042",666,.,"112,764",City of Riverside - (CA),Riverside
2023,16295,City of Roseville - (CA),CA,"61,048","7,275",28,.,"68,351",City of Roseville - (CA),Placer
2023,16534,Sacramento Municipal Util Dist,CA,"583,291","70,673","2,516",1,"656,481",Sacramento Municipal Util Dist,Placer
2023,16534,Sacramento Municipal Util Dist,CA,"583,291","70,673","2,516",1,"656,481",Sacramento Municipal Util Dist,Sacramento
2023,16609,San Diego Gas & Electric Co,CA,"460,629","49,940","2,060",4,"512,633",San Diego Gas & Electric Co,Orange
2023,16609,San Diego Gas & Electric Co,CA,"460,629","49,940","2,060",4,"512,633",San Diego Gas & Electric Co,San Diego
2023,16609,San Diego Gas & Electric Co,CA,"889,590","106,612","2,595",0,"998,797",San Diego Gas & Electric Co,Orange
2023,16609,San Diego Gas & Electric Co,CA,"889,590","106,612","2,595",0,"998,797",San Diego Gas & Electric Co,San Diego
2023,16612,City & County of San Francisco,CA,"1,924",366,1,1,"2,292",City & County of San Francisco,San Francisco
2023,16612,City & County of San Francisco,CA,"1,924",366,1,1,"2,292",City & County of San Francisco,San Mateo
2023,16655,City of Santa Clara - (CA),CA,"49,383","6,186","1,441",1,"57,011",City of Santa Clara - (CA),Santa Clara
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Fresno
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Imperial
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Inyo
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Kern
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Kings
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Los Angeles
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Madera
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Mono
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Orange
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Riverside
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,San Bernardino
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,San Diego
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Santa Barbara
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Tulare
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Tuolumne
2023,17609,Southern California Edison Co,CA,"3,182,068","448,603","20,712",0,"3,651,383",Southern California Edison Co,Ventura
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Fresno
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Imperial
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Inyo
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Kern
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Kings
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Los Angeles
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Madera
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Mono
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Orange
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Riverside
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,San Bernardino
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,San Diego
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Santa Barbara
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Tulare
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Tuolumne
2023,17609,Southern California Edison Co,CA,"1,374,978","230,039","3,222",.,"1,608,239",Southern California Edison Co,Ventura
2023,17612,Bear Valley Electric Service,CA,"23,285","1,481",7,0,"24,773",Bear Valley Electric Service,San Bernardino
2023,17896,City of Shasta Lake - (CA),CA,"4,272",318,15,.,"4,605",City of Shasta Lake - (CA),Shasta
2023,18260,Surprise Valley Electrification,CA,"2,798",981,961,0,"4,740",Surprise Valley Electrification,Lassen
2023,18260,Surprise Valley Electrification,CA,"2,798",981,961,0,"4,740",Surprise Valley Electrification,Modoc
2023,19281,Turlock Irrigation District,CA,"79,748","8,776","6,529",.,"95,053",Turlock Irrigation District,Merced
2023,19281,Turlock Irrigation District,CA,"79,748","8,776","6,529",.,"95,053",Turlock Irrigation District,Stanislaus
2023,19281,Turlock Irrigation District,CA,"79,748","8,776","6,529",.,"95,053",Turlock Irrigation District,Tuolumne
2023,19798,City of Vernon,CA,73,"1,250",468,.,"1,791",City of Vernon,Los Angeles
2023,19840,"Valley Electric Assn, Inc",CA,12,2,30,0,44,"Valley Electric Assn, Inc",Inyo
2023,19840,"Valley Electric Assn, Inc",CA,12,2,30,0,44,"Valley Electric Assn, Inc",Mono
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Alameda
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Butte
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Calaveras
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Colusa
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Contra Costa
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Fresno
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Glenn
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Imperial
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Lassen
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Madera
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Merced
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Modoc
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Placer
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Riverside
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Sacramento
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,San Bernardino
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,San Joaquin
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Santa Clara
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Shasta
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Siskiyou
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Solano
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Sutter
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Tehama
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Trinity
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Tuolumne
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Yolo
2023,27000,WAPA-- Western Area Power Administration,CA,0,46,48,1,95,WAPA-- Western Area Power Administration,Yuba
2023,55787,City of Moreno Valley - (CA),CA,"6,946","1,001",8,.,"7,955",City of Moreno Valley - (CA),Riverside
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Alpine
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,El Dorado
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Mono
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Nevada
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Placer
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Plumas
2023,57483,Liberty Utilities,CA,"43,902","6,128",.,.,"50,030",Liberty Utilities,Sierra
2023,58789,DOD USMC Marine Air Ground Combat,CA,"1,500",14,0,0,"1,514",DOD USMC Marine Air Ground Combat,San Bernardino
2023,61432,Central Coast Community Energy,CA,"381,115","57,109","7,318",0,"445,542",Central Coast Community Energy,Monterey
2023,61432,Central Coast Community Energy,CA,"381,115","57,109","7,318",0,"445,542",Central Coast Community Energy,San Benito
2023,61432,Central Coast Community Energy,CA,"381,115","57,109","7,318",0,"445,542",Central Coast Community Energy,San Luis Obispo
2023,61432,Central Coast Community Energy,CA,"381,115","57,109","7,318",0,"445,542",Central Coast Community Energy,Santa Barbara
2023,61432,Central Coast Community Energy,CA,"381,115","57,109","7,318",0,"445,542",Central Coast Community Energy,Santa Cruz
2023,66052,Kirkwood Meadows PUD,CA,631,124,0,0,755,Kirkwood Meadows PUD,Alpine
2023,66052,Kirkwood Meadows PUD,CA,631,124,0,0,755,Kirkwood Meadows PUD,Amador
2023,66062,Shelter Cove Resort Improvement Dist No. 1,CA,595,45,0,0,640,Shelter Cove Resort Improvement Dist No. 1,Humboldt
2024,207,Alameda Municipal Power,CA,"33,174","4,052",.,.,"37,226",Alameda Municipal Power,Alameda
2024,590,City of Anaheim - (CA),CA,"105,839","17,557",269,.,"123,665",City of Anaheim - (CA),Orange
2024,1050,City of Azusa,CA,"15,599","1,957",27,.,"17,583",City of Azusa,Los Angeles
